"","driverId","lap_number","lap_time","pitstop","pitstop_lagged"
"892",18,36,97880,FALSE,0
"893",18,37,99220,FALSE,0
"894",18,38,121916,TRUE,0
"895",18,39,108099,FALSE,1
"896",18,40,96663,FALSE,0
"897",18,41,96539,FALSE,0
"898",18,42,95432,FALSE,0
"899",18,43,96646,FALSE,0
"900",18,44,94523,FALSE,0
"901",18,45,97918,FALSE,0
"902",18,46,94817,FALSE,0
"903",18,47,94667,FALSE,0
"904",18,48,98582,FALSE,0
"905",18,49,95174,FALSE,0
"906",18,50,94956,FALSE,0
"907",18,51,96488,FALSE,0
"908",18,52,95224,FALSE,0
"909",18,53,96107,FALSE,0
"910",18,54,98533,FALSE,0
"960",19,1,114971,FALSE,0
"961",19,2,96903,FALSE,0
"962",19,3,95923,FALSE,0
"963",19,4,94564,FALSE,0
"964",19,5,95979,FALSE,0
"965",19,6,94527,FALSE,0
"966",19,7,94156,FALSE,0
"967",19,8,95006,FALSE,0
"968",19,9,95797,FALSE,0
"969",19,10,95235,FALSE,0
"970",19,11,94947,FALSE,0
"971",19,12,94714,FALSE,0
"972",19,13,114448,TRUE,0
"973",19,14,99002,FALSE,1
"974",19,15,92512,FALSE,0
"975",19,16,92610,FALSE,0
"976",19,17,94169,FALSE,0
"977",19,18,92911,FALSE,0
"978",19,19,93078,FALSE,0
"979",19,20,93317,FALSE,0
"980",19,21,93370,FALSE,0
"981",19,22,94150,FALSE,0
"982",19,23,144606,TRUE,0
"983",19,24,101110,FALSE,1
"984",19,25,92042,FALSE,0
"985",19,26,92065,FALSE,0
"986",19,27,91576,FALSE,0
"987",19,28,105030,FALSE,0
"988",19,29,100294,FALSE,0
"989",19,30,93706,FALSE,0
"990",19,31,92151,FALSE,0
"991",19,32,92297,FALSE,0
"992",19,33,92553,FALSE,0
"993",19,34,92206,FALSE,0
"994",19,35,92279,FALSE,0
"995",19,36,95167,FALSE,0
"996",19,37,93247,FALSE,0
"997",19,38,92676,FALSE,0
"998",19,39,92876,FALSE,0
"999",19,40,115064,TRUE,0
"1000",19,41,103533,FALSE,1
"1001",19,42,93488,FALSE,0
"1002",19,43,92646,FALSE,0
"1003",19,44,91949,FALSE,0
"1004",19,45,91690,FALSE,0
"1005",19,46,91695,FALSE,0
"1006",19,47,91404,FALSE,0
"1007",19,48,93617,FALSE,0
"1008",20,1,133879,FALSE,0
"1009",20,2,100659,FALSE,0
"1010",20,3,93293,FALSE,0
"1011",20,4,93144,FALSE,0
"1012",20,5,93320,FALSE,0
"1013",20,6,93570,FALSE,0
"1014",20,7,95336,FALSE,0
"1015",20,8,94601,FALSE,0
"1016",20,9,93882,FALSE,0
"1017",20,10,93983,FALSE,0
"1018",20,11,95061,FALSE,0
"1019",20,12,95074,FALSE,0
"1020",20,13,94964,FALSE,0
"1021",20,14,94918,FALSE,0
"1022",20,15,95373,FALSE,0
"1023",20,16,95601,FALSE,0
"1024",20,17,117713,TRUE,0
"1025",20,18,102519,FALSE,1
"1026",20,19,93762,FALSE,0
"1027",20,20,93202,FALSE,0
"1028",20,21,93091,FALSE,0
"1029",20,22,92552,FALSE,0
"1030",20,23,95610,FALSE,0
"1031",20,24,93247,FALSE,0
"1032",20,25,93530,FALSE,0
"1033",20,26,95001,FALSE,0
"1034",20,27,93705,FALSE,0
"1035",20,28,93521,FALSE,0
"1036",20,29,93683,FALSE,0
"1037",20,30,93477,FALSE,0
"1038",20,31,93791,FALSE,0
"1039",20,32,93776,FALSE,0
"1040",20,33,94080,FALSE,0
"1041",20,34,94058,FALSE,0
"1042",20,35,118520,TRUE,0
"1043",20,36,99866,FALSE,1
"1044",20,37,93089,FALSE,0
"1045",20,38,91160,FALSE,0
"1046",20,39,90722,FALSE,0
"1047",20,40,90687,FALSE,0
"1048",20,41,90467,FALSE,0
"1049",20,42,90526,FALSE,0
"1050",20,43,91149,FALSE,0
"1051",20,44,90744,FALSE,0
"1052",20,45,91464,FALSE,0
"1053",20,46,91217,FALSE,0
"1054",20,47,91270,FALSE,0
"1055",20,48,91449,FALSE,0
"1056",20,49,92295,FALSE,0
"1057",20,50,94298,FALSE,0
"1058",20,51,92443,FALSE,0
"1059",20,52,92151,FALSE,0
"1060",20,53,92316,FALSE,0
"1061",20,54,93352,FALSE,0
"1062",20,55,93145,FALSE,0
"1063",20,56,95139,FALSE,0
"1064",20,57,94478,FALSE,0
"1065",21,1,161428,FALSE,0
"1066",21,2,103027,FALSE,0
"1067",21,3,96602,FALSE,0
"1068",21,4,96062,FALSE,0
"1069",21,5,95839,FALSE,0
"1070",21,6,95581,FALSE,0
"1071",21,7,95794,FALSE,0
"1072",21,8,97682,FALSE,0
"1073",21,9,96764,FALSE,0
"1074",21,10,98516,FALSE,0
"1075",21,11,97483,FALSE,0
"1076",21,12,95422,FALSE,0
"1077",21,13,95319,FALSE,0
"1078",21,14,97854,FALSE,0
"1079",21,15,98276,FALSE,0
"1080",21,16,96991,FALSE,0
"1081",21,17,117213,TRUE,0
"1082",21,18,102267,FALSE,1
"1083",21,19,95367,FALSE,0
